iter	F1	Logloss
115	0.9462555066	0.1516353084
116	0.9441267048	0.149826696
117	0.9455184534	0.1489284399
118	0.946397188	0.1477983135
119	0.9485714286	0.1470866163
120	0.9499561018	0.1462608354
121	0.9494949495	0.1452436969
122	0.9513371328	0.1435693953
123	0.951754386	0.1422048133
124	0.9522139413	0.1413991574
125	0.9522139413	0.1402031267
126	0.9540883253	0.138907068
127	0.9567874291	0.1376233613
128	0.9590235397	0.1365701847
129	0.9593709043	0.1351015253
130	0.9584971603	0.1345633506
131	0.9593353739	0.1338633163
132	0.9615384615	0.1330347948
133	0.9624454148	0.131859447
134	0.9651567944	0.1312488935
135	0.9660278746	0.1299360299
136	0.9664780148	0.128907668
137	0.9664780148	0.1273576582
138	0.9683022145	0.1262235175
139	0.9696180556	0.1254211022
140	0.9695916594	0.124606028
141	0.9709327549	0.1240434197
142	0.9713790113	0.1228700686
143	0.9718248808	0.1220402258
144	0.9713790113	0.1215435007
145	0.9718248808	0.1202244125
146	0.9727154612	0.1191514408
147	0.972270364	0.1180764523
148	0.972270364	0.1172457803
149	0.9736273238	0.1160107495
150	0.9740708729	0.1150493556
151	0.9749351772	0.1142619148
152	0.9767040552	0.1130928758
153	0.9775862069	0.1122232852
154	0.9802065404	0.1114114326
155	0.9797849462	0.1107405835
156	0.981521272	0.1099653986
157	0.981521272	0.1091398641
158	0.9828178694	0.1084072024
159	0.9832546157	0.1078588758
160	0.9837049743	0.1066578992
161	0.9854327335	0.1056568326
162	0.9850107066	0.1045346655
163	0.9854452055	0.1034741997
164	0.9858672377	0.1027029084
165	0.9854452055	0.1020016954
166	0.9871794872	0.1009443871
167	0.9876015391	0.1001356765
168	0.9876015391	0.09952277925
169	0.9897610922	0.09833634398
170	0.9888983775	0.09746665318
171	0.9893299189	0.0966712855
172	0.9897610922	0.0962153273
173	0.9893299189	0.09507128139
174	0.9888983775	0.09443420145
175	0.9897610922	0.09365073111
176	0.9897610922	0.09329720488
177	0.9897610922	0.09240525115
178	0.9901918977	0.09175929749
179	0.9910524073	0.09094569894
180	0.9923404255	0.09022501604
181	0.9927690345	0.08927063784
182	0.9923404255	0.08862509029
183	0.9923404255	0.08802252186
184	0.9927690345	0.08718895952
185	0.9919114517	0.08618271084
186	0.9919114517	0.08484905596
187	0.9927690345	0.08398344288
188	0.9931972789	0.08298111944
189	0.9931972789	0.08212488997
190	0.9936251594	0.08147550885
191	0.9936251594	0.08080747609
192	0.9936251594	0.08025792001
193	0.9936251594	0.07944650605
194	0.9940526763	0.07897463789
195	0.9931972789	0.07828226548
196	0.9936251594	0.07765918006
197	0.9944798301	0.07685736196
198	0.9949066214	0.07614654496
199	0.9957591179	0.07548243871
200	0.9957591179	0.07513696315
201	0.9957591179	0.07493026181
202	0.9957591179	0.07454931393
203	0.9961848241	0.07380436045
204	0.9961848241	0.07345344447
205	0.9966101695	0.07281520295
206	0.9966101695	0.07212309119
207	0.9970351546	0.071066802
208	0.9970351546	0.07035665567
209	0.9974597798	0.06984029067
210	0.9970351546	0.06911777013
211	0.9974597798	0.06847905628
212	0.9974597798	0.06832308627
213	0.9974597798	0.06779499166
214	0.9974597798	0.06744002363
215	0.9974597798	0.06703356041
216	0.9983079526	0.06625231005
217	0.9983079526	0.06591249652
218	0.9983079526	0.06511353524
219	0.9991546915	0.06404174306
220	0.9987315011	0.06329799052
221	0.9987315011	0.06299786298
222	0.9991546915	0.0623956492
223	0.9991546915	0.0620917706
224	0.9991546915	0.06193998816
225	0.9991546915	0.06164098602
226	0.9991546915	0.06094586613
227	0.9991546915	0.0606591505
228	0.9991546915	0.06011501626
229	0.9991546915	0.05977746943
230	0.9995775243	0.05931292592
231	0.9995775243	0.05898104105
232	0.9995775243	0.0587684506
233	0.9995775243	0.05859219711
234	0.9995775243	0.05829803369
235	0.9995775243	0.05786187139
236	0.9995775243	0.0573456015
237	0.9995775243	0.05696502316
238	0.9995775243	0.05646527405
239	0.9995775243	0.05614361123
240	0.9995775243	0.05596985074
241	0.9995775243	0.05533461235
242	0.9995775243	0.05501222319
243	0.9995775243	0.05478810606
244	0.9995775243	0.05427449533
245	0.9995775243	0.05362965686
246	0.9995775243	0.05310165318
247	0.9995775243	0.05292586854
248	0.9995775243	0.05254571311
249	1	0.05199891616
250	1	0.05152036836
251	1	0.05113162451
252	1	0.05063276734
253	1	0.05033678082
254	1	0.04998475187
255	1	0.04961508808
256	1	0.04932894919
257	1	0.04914087856
258	1	0.04894951128
259	1	0.04881933118
260	1	0.04861593096
261	1	0.04828942433
262	1	0.04804533895
263	1	0.04774631285
264	1	0.04736964525
265	1	0.0469418861
266	1	0.04678927998
267	1	0.04634398474
268	1	0.04586817457
269	1	0.04572559922
270	1	0.0454498332
271	1	0.04501623414
272	1	0.0445597763
273	1	0.0442683419
274	1	0.04389646106
275	1	0.04359829702
276	1	0.04340144478
277	1	0.04326775685
278	1	0.04305086121
279	1	0.04289647022
280	1	0.04225923422
281	1	0.04195840562
282	1	0.04153033188
283	1	0.04129508668
284	1	0.04104634007
285	1	0.04071007322
286	1	0.04052739605
287	1	0.04030988061
288	1	0.04012682418
289	1	0.03986067605
290	1	0.03955488505
291	1	0.0393619106
292	1	0.03924904746
293	1	0.03876779439
294	1	0.03854355675
295	1	0.03829533219
296	1	0.03811463636
297	1	0.03789997765
298	1	0.03774280852
299	1	0.03740942984
300	1	0.03724787688
301	1	0.0370192931
302	1	0.0368628846
303	1	0.03662542163
304	1	0.03628750265
305	1	0.03603137159
306	1	0.03586650054
307	1	0.03559631521
308	1	0.03528010409
309	1	0.0351093834
310	1	0.03492656791
311	1	0.03476175561
312	1	0.03443049335
313	1	0.03420072695
314	1	0.03405877562
315	1	0.03382204898
316	1	0.03373593769
317	1	0.03356920679
318	1	0.03338473425
319	1	0.03324504273
320	1	0.0331863853
321	1	0.03302883326
322	1	0.03293280434
323	1	0.03279399263
324	1	0.03271621988
325	1	0.03265477994
326	1	0.03236679792
327	1	0.03224649256
328	1	0.03198052629
329	1	0.03188661447
330	1	0.03167816719
331	1	0.03155290307
332	1	0.03136999116
333	1	0.03105614844
334	1	0.03077749441
335	1	0.0306364742
336	1	0.03052663621
337	1	0.03028348026
338	1	0.03009102587
339	1	0.03005257424
340	1	0.02999630888
341	1	0.02976758844
342	1	0.02966871178
343	1	0.02942168798
344	1	0.02933937913
345	1	0.0292389222
346	1	0.02897052666
347	1	0.02880413633
348	1	0.02861418432
349	1	0.02820847545
350	1	0.02793621875
351	1	0.02775301447
352	1	0.02767777173
353	1	0.02749408399
354	1	0.02736022099
355	1	0.02717132105
356	1	0.02710230376
357	1	0.02699097434
358	1	0.02693603129
359	1	0.02668849773
360	1	0.0265734587
361	1	0.02639639073
362	1	0.02632036894
363	1	0.02611691275
364	1	0.02593800271
365	1	0.0258295653
366	1	0.02563667782
367	1	0.02546040743
368	1	0.02535221697
369	1	0.0251583732
370	1	0.02505244175
371	1	0.02485528832
372	1	0.02464096485
373	1	0.0245853997
374	1	0.02445622454
375	1	0.02434604289
376	1	0.02425615237
377	1	0.02407174709
378	1	0.02399664646
379	1	0.02391538605
380	1	0.02379084312
381	1	0.02366548983
382	1	0.02357888579
383	1	0.02342616103
384	1	0.0233189536
385	1	0.02323287187
386	1	0.02312234534
387	1	0.02296340504
388	1	0.0228008026
389	1	0.0226186022
390	1	0.02252544945
391	1	0.02242854855
392	1	0.02228951167
393	1	0.02206630091
394	1	0.02202082422
395	1	0.02195818736
396	1	0.0218566439
397	1	0.02175795036
398	1	0.02164703615
399	1	0.02156944526
400	1	0.02148896492
401	1	0.02134563167
402	1	0.02128861961
403	1	0.02118263336
404	1	0.0210696891
405	1	0.02102251059
406	1	0.0209071723
407	1	0.0207860163
408	1	0.02072795325
409	1	0.02061119181
410	1	0.02054393902
411	1	0.0204157035
412	1	0.02030722867
413	1	0.02026584358
414	1	0.02017576382
415	1	0.02006629291
416	1	0.01994060268
417	1	0.01985424748
418	1	0.01974411106
419	1	0.01970393307
420	1	0.01960760576
421	1	0.01950099758
422	1	0.01936288949
423	1	0.01921674967
424	1	0.01915158299
425	1	0.01902557464
426	1	0.01900451301
427	1	0.01894932882
428	1	0.0189082066
429	1	0.01884672236
430	1	0.01878337092
431	1	0.01873648544
432	1	0.01862426047
433	1	0.01858224083
434	1	0.01854930638
435	1	0.01850612352
436	1	0.01848382147
437	1	0.01835981026
438	1	0.01827264773
439	1	0.01823299496
440	1	0.01818800231
441	1	0.01812916849
442	1	0.0180696324
443	1	0.01801988091
444	1	0.01794055135
445	1	0.01789558643
446	1	0.01784232966
447	1	0.01780270218
448	1	0.01771372203
449	1	0.01765448012
450	1	0.01763467632
451	1	0.01757465546
452	1	0.01750457416
453	1	0.0174272925
454	1	0.017376422
455	1	0.01732057699
456	1	0.01724477455
457	1	0.01715472093
458	1	0.01707456234
459	1	0.01700718803
460	1	0.0169017895
461	1	0.01679970363
462	1	0.01675950202
463	1	0.01669551098
464	1	0.01667543756
465	1	0.01658134107
466	1	0.01652415613
467	1	0.01647301691
468	1	0.01637387208
469	1	0.01634826562
470	1	0.01625793671
471	1	0.01619310283
472	1	0.01612395355
473	1	0.01607404473
474	1	0.01594127543
475	1	0.01591353317
476	1	0.01586893275
477	1	0.01575853419
478	1	0.0156538513
479	1	0.01560385112
480	1	0.01553934225
481	1	0.01543240518
482	1	0.01534110933
483	1	0.0153173282
484	1	0.01525707593
485	1	0.01515735063
486	1	0.01510629058
487	1	0.01505358055
488	1	0.01500081901
489	1	0.01495084254
490	1	0.01490040509
491	1	0.01486886247
492	1	0.01481541979
493	1	0.01475032312
494	1	0.01457621375
495	1	0.0145318061
496	1	0.01447837247
497	1	0.01445527414
498	1	0.01439637367
499	1	0.01435320175
500	1	0.01428051392
501	1	0.01418028594
502	1	0.0141368785
503	1	0.01406201348
504	1	0.01396974613
505	1	0.01382623867
506	1	0.01375121934
507	1	0.01367840223
508	1	0.0136271472
509	1	0.01358811707
510	1	0.01355981577
511	1	0.01352410033
512	1	0.01348632382
513	1	0.01343061799
514	1	0.0133001038
515	1	0.01325808906
516	1	0.01319799972
517	1	0.01313779415
518	1	0.01305443419
519	1	0.0130056946
520	1	0.01298331943
521	1	0.01297305494
522	1	0.0129100309
523	1	0.01289288025
524	1	0.01282009431
525	1	0.01277962331
526	1	0.01273416783
527	1	0.01268472365
528	1	0.01261339607
529	1	0.01258801911
530	1	0.01254241541
531	1	0.01250085905
532	1	0.01245771319
533	1	0.01245700845
534	1	0.01238929848
535	1	0.01235776174
536	1	0.01235720582
537	1	0.01233829888
538	1	0.01226605481
539	1	0.01223765249
540	1	0.01219362807
541	1	0.01217948864
542	1	0.01213196069
543	1	0.01209701941
544	1	0.01202126034
545	1	0.01197436927
546	1	0.01195219342
547	1	0.011845968
548	1	0.01182427795
549	1	0.01178801298
550	1	0.01178739464
551	1	0.01178736699
552	1	0.01177320719
553	1	0.01173588651
554	1	0.01171446888
555	1	0.01168730463
556	1	0.01158465061
557	1	0.01154059896
558	1	0.01149108927
559	1	0.01145739641
560	1	0.01142995367
561	1	0.01140042664
562	1	0.01140039166
563	1	0.01136707702
564	1	0.01134595067
565	1	0.01131264246
566	1	0.01125889087
567	1	0.01120552136
568	1	0.01117417667
569	1	0.011141603
570	1	0.01109709938
571	1	0.01108033641
572	1	0.0110351862
573	1	0.01100075906
574	1	0.01097238937
575	1	0.01094798825
576	1	0.01094790738
577	1	0.0109478031
578	1	0.01088383032
579	1	0.01084631543
580	1	0.01082372698
581	1	0.0108119993
582	1	0.01076235167
583	1	0.01072624449
584	1	0.01068520317
585	1	0.01067425309
586	1	0.01063666362
587	1	0.01063143221
588	1	0.01060467033
589	1	0.0105718268
590	1	0.01052287278
591	1	0.01050346805
592	1	0.01049649075
593	1	0.01041602392
594	1	0.01038765642
595	1	0.01035731063
596	1	0.01031600123
597	1	0.01028469165
598	1	0.01026398387
599	1	0.01023260743
600	1	0.0101968698
601	1	0.01014855825
602	1	0.01009255076
603	1	0.01007073012
604	1	0.01001528568
605	1	0.009979863403
606	1	0.009948024853
607	1	0.009947996859
608	1	0.009890259854
609	1	0.009866255318
610	1	0.009821751296
611	1	0.009736919744
612	1	0.009697340079
613	1	0.009668919064
614	1	0.009668740146
615	1	0.009637860099
616	1	0.009600334959
617	1	0.009566417422
618	1	0.009529909819
619	1	0.009507169823
620	1	0.009481022711
621	1	0.00945290842
622	1	0.009428631585
623	1	0.00940365264
624	1	0.009374278526
625	1	0.009373450684
626	1	0.009358334633
627	1	0.009313506359
628	1	0.009268076783
629	1	0.00926798634
630	1	0.009211477258
631	1	0.009211416947
632	1	0.009177987833
633	1	0.009177915199
634	1	0.009156893634
635	1	0.009156111357
636	1	0.00913014702
637	1	0.009109448639
638	1	0.009087288173
639	1	0.009062692226
640	1	0.009062671802
641	1	0.009040881455
642	1	0.008988650132
643	1	0.008988583061
644	1	0.008955567829
645	1	0.008921938287
646	1	0.00889111279
647	1	0.008849564611
648	1	0.008820202305
649	1	0.008815395231
650	1	0.008775303568
651	1	0.008720582826
652	1	0.008681691669
653	1	0.008674957511
654	1	0.008674198411
655	1	0.008615661601
656	1	0.008583677587
657	1	0.008550947733
658	1	0.008550152624
659	1	0.008532463397
660	1	0.008516368524
661	1	0.008478255569
662	1	0.008459775303
663	1	0.008458912246
664	1	0.008412178754
665	1	0.008386317644
666	1	0.008375683842
667	1	0.008360847634
668	1	0.00833017691
669	1	0.008293334342
670	1	0.008293267808
671	1	0.008265704379
672	1	0.008255765672
673	1	0.008255591266
674	1	0.008225020219
675	1	0.008210870334
676	1	0.008162866166
677	1	0.00815163919
678	1	0.00815162334
679	1	0.008122451259
680	1	0.008086345889
681	1	0.00804099876
682	1	0.008040771444
683	1	0.007995865672
684	1	0.007995842649
685	1	0.007967698475
686	1	0.007967698475
687	1	0.007967569433
688	1	0.007935265209
689	1	0.007935238963
690	1	0.007914269084
691	1	0.007914141404
692	1	0.007907507534
693	1	0.007907502724
694	1	0.007907425137
695	1	0.007892922894
696	1	0.00785747804
697	1	0.007821671245
698	1	0.007783883227
699	1	0.007769526542
700	1	0.00776877316
701	1	0.007758611862
702	1	0.007714682685
703	1	0.007714560583
704	1	0.007713935565
705	1	0.007708772295
706	1	0.00770870901
707	1	0.007664305154
708	1	0.007664220972
709	1	0.00766418481
710	1	0.007664142338
711	1	0.007659197724
712	1	0.00765903726
713	1	0.007640437053
714	1	0.007640307477
715	1	0.007604327487
716	1	0.007604327487
717	1	0.007577573702
718	1	0.007556155337
719	1	0.007537538937
720	1	0.007506124056
721	1	0.007493448352
722	1	0.007493400671
723	1	0.007466439181
724	1	0.007439825912
725	1	0.007416180713
726	1	0.007416119403
727	1	0.007380565833
728	1	0.007325473344
729	1	0.007291116504
730	1	0.007278976897
731	1	0.007278961
732	1	0.007257278645
733	1	0.007257252118
734	1	0.007256629999
735	1	0.007221081353
736	1	0.007220960983
737	1	0.007201621045
738	1	0.00720128099
739	1	0.007175101264
740	1	0.007138297724
741	1	0.00713828452
742	1	0.00712247618
743	1	0.007095915961
744	1	0.007095460852
745	1	0.007080735649
746	1	0.00708066186
747	1	0.007080653588
748	1	0.007057659838
749	1	0.007057624673
750	1	0.007057566569
751	1	0.00704229917
752	1	0.007042198404
753	1	0.007042061429
754	1	0.007041967482
755	1	0.007031712841
756	1	0.007031667976
757	1	0.007013778558
758	1	0.007013771666
759	1	0.007005646417
760	1	0.006984294707
761	1	0.00697049286
762	1	0.00697049286
763	1	0.006957365851
764	1	0.006931745849
765	1	0.006921312634
766	1	0.0069131888
767	1	0.006913158154
768	1	0.006882026604
769	1	0.006859915007
770	1	0.006837096485
771	1	0.006836527195
772	1	0.006823730403
773	1	0.006799768196
774	1	0.006799724242
775	1	0.006787947025
776	1	0.00677298967
777	1	0.00674455626
778	1	0.00671644074
779	1	0.006689259074
780	1	0.006689173202
781	1	0.006648868004
782	1	0.006648790574
783	1	0.006638043182
784	1	0.006637901407
785	1	0.006626195892
786	1	0.006626118492
787	1	0.006626099809
788	1	0.006625907642
789	1	0.006625877272
790	1	0.00659833198
791	1	0.006597876879
792	1	0.006571033392
793	1	0.006557837143
794	1	0.006557729575
795	1	0.006557615733
796	1	0.006557111048
797	1	0.006557023096
798	1	0.006528064587
799	1	0.006528035423
800	1	0.006527984021
801	1	0.006527896962
802	1	0.006512321863
803	1	0.006476327142
804	1	0.006476218481
805	1	0.006476088361
806	1	0.006452172493
807	1	0.006432789546
808	1	0.006432753979
809	1	0.006429245775
810	1	0.006429146938
811	1	0.006429086041
812	1	0.006429069302
813	1	0.006428563258
814	1	0.006386872286
815	1	0.006386777411
816	1	0.006386767471
817	1	0.006366050628
818	1	0.006365478217
819	1	0.006365359881
820	1	0.006338598684
821	1	0.006338570116
822	1	0.006338488559
823	1	0.006318861474
824	1	0.006300835429
825	1	0.006277325366
826	1	0.006270299708
827	1	0.006270241002
828	1	0.006270235635
829	1	0.00627016911
830	1	0.006270143852
831	1	0.006270143852
832	1	0.006270090745
833	1	0.006257775879
834	1	0.006224846045
835	1	0.006224496095
836	1	0.006224400086
837	1	0.006212413287
838	1	0.00619335743
839	1	0.006185918998
840	1	0.006159897076
841	1	0.006159830863
842	1	0.006135129537
843	1	0.006135085783
844	1	0.006134952323
845	1	0.006134862982
846	1	0.006134797682
847	1	0.006134789917
848	1	0.006134745624
849	1	0.006130582137
850	1	0.006107586272
851	1	0.006107511349
852	1	0.006107495403
853	1	0.006107474645
854	1	0.006107299623
855	1	0.00610719403
856	1	0.006107183845
857	1	0.006107061568
858	1	0.006071039579
859	1	0.006070868774
860	1	0.006044801095
861	1	0.00604466519
862	1	0.006044263433
863	1	0.0060441934
864	1	0.006044185153
865	1	0.006044180415
866	1	0.006043912925
867	1	0.006043647453
868	1	0.006043542051
869	1	0.006030911253
870	1	0.006030873047
871	1	0.006030743448
872	1	0.006030683705
873	1	0.006030561231
874	1	0.006030341483
875	1	0.006030254356
876	1	0.006023902216
877	1	0.005998058422
878	1	0.005998053818
879	1	0.005997758524
880	1	0.005997722966
881	1	0.005997647934
882	1	0.005983537129
883	1	0.005983454482
884	1	0.005983393258
885	1	0.005983349928
886	1	0.005983248217
887	1	0.005962767724
888	1	0.005935496845
889	1	0.005921984078
890	1	0.005899892919
891	1	0.005871569783
892	1	0.005850866928
893	1	0.005839454193
894	1	0.005839444096
895	1	0.005839341667
896	1	0.005839323742
897	1	0.005839275658
898	1	0.005839178079
899	1	0.005838508129
900	1	0.00583849781
901	1	0.005838490577
902	1	0.00583822073
903	1	0.005828767963
904	1	0.005817610696
905	1	0.005817466519
906	1	0.00579565631
907	1	0.005792161521
908	1	0.005792132981
909	1	0.005792098645
910	1	0.005787357292
911	1	0.005787351764
912	1	0.005787300806
913	1	0.00578719775
914	1	0.005787167725
915	1	0.005769045022
916	1	0.005769013492
917	1	0.005751109432
918	1	0.005751050554
919	1	0.00573177332
920	1	0.00573176928
921	1	0.005704352659
922	1	0.005686093209
923	1	0.005686077726
924	1	0.00568605905
925	1	0.005686025968
926	1	0.005685920616
927	1	0.005685807637
928	1	0.005685796436
929	1	0.005685739285
930	1	0.005684956461
931	1	0.005684845215
932	1	0.005662427183
933	1	0.00566222439
934	1	0.00564808631
935	1	0.005647862368
936	1	0.005647854341
937	1	0.005647822101
938	1	0.005647733341
939	1	0.005641487384
940	1	0.005641450728
941	1	0.005641405614
942	1	0.005641341102
943	1	0.005627852139
944	1	0.005627836013
945	1	0.00562760268
946	1	0.005627572661
947	1	0.005627499062
948	1	0.00562740275
949	1	0.005627387508
950	1	0.00562735245
951	1	0.005617572222
952	1	0.005617548418
953	1	0.005617477787
954	1	0.005609829534
955	1	0.005609811965
956	1	0.005609811965
957	1	0.005609811965
958	1	0.005601801019
959	1	0.005601265262
960	1	0.005601123343
961	1	0.005601037762
962	1	0.005598798289
963	1	0.005598659072
964	1	0.005565038874
965	1	0.005565032318
966	1	0.00556460554
967	1	0.00556007045
968	1	0.005550792099
969	1	0.005523817697
970	1	0.00552362042
971	1	0.00552360142
972	1	0.005523553629
973	1	0.00552351065
974	1	0.005523129754
975	1	0.005523094679
976	1	0.00551179715
977	1	0.005511788434
978	1	0.00551176689
979	1	0.005511718433
980	1	0.005511704677
981	1	0.005511692607
982	1	0.005511660294
983	1	0.005511644451
984	1	0.005511106522
985	1	0.005511090895
986	1	0.005511087797
987	1	0.005510934682
988	1	0.005510901148
989	1	0.005492152621
990	1	0.005488475675
991	1	0.005488466318
992	1	0.005488397259
993	1	0.005479944321
994	1	0.005479769757
995	1	0.005479695668
996	1	0.005479413681
997	1	0.005479413681
998	1	0.005479263368
999	1	0.005473670093
1000	1	0.005462793858
1001	1	0.005462777154
1002	1	0.005462741961
1003	1	0.005462735382
1004	1	0.005462707325
1005	1	0.005462642346
1006	1	0.005462552488
1007	1	0.005462535615
1008	1	0.005455587106
1009	1	0.005445707546
1010	1	0.005445688375
1011	1	0.005445633601
1012	1	0.00544558853
1013	1	0.005445492425
1014	1	0.005445420045
1015	1	0.005445402038
1016	1	0.005433037086
1017	1	0.005432999704
1018	1	0.005432639718
1019	1	0.005432634262
1020	1	0.00543262383
1021	1	0.005425635548
1022	1	0.005425591045
1023	1	0.005424947907
1024	1	0.005424869665
1025	1	0.005407872169
1026	1	0.005407864792
1027	1	0.005407795438
1028	1	0.005406843159
1029	1	0.005406769837
1030	1	0.005406750693
1031	1	0.005406747237
1032	1	0.005392108244
1033	1	0.005383105944
1034	1	0.005362899589
1035	1	0.005355682229
1036	1	0.005355434403
1037	1	0.005355432797
1038	1	0.005355384635
1039	1	0.00535533189
1040	1	0.005355072194
1041	1	0.005354892712
1042	1	0.005354883236
1043	1	0.005354838577
1044	1	0.00535483432
1045	1	0.00534960609
1046	1	0.005349571132
1047	1	0.005349548459
1048	1	0.005349498579
1049	1	0.005344492806
1050	1	0.005331131527
1051	1	0.005331090524
1052	1	0.00533103133
1053	1	0.005330980847
1054	1	0.005330916935
1055	1	0.00533083311
1056	1	0.005330707998
1057	1	0.005330696311
1058	1	0.005330696311
1059	1	0.005330032647
1060	1	0.005330006933
1061	1	0.005329904991
1062	1	0.005329900069
1063	1	0.00531286264
1064	1	0.005308902923
1065	1	0.00530878986
1066	1	0.005308775309
1067	1	0.005308069758
1068	1	0.005308035283
1069	1	0.005290865362
1070	1	0.005290836916
1071	1	0.005290825939
1072	1	0.005290739162
1073	1	0.005290734275
1074	1	0.005290515281
1075	1	0.005290452606
1076	1	0.005290424359
1077	1	0.005275309941
1078	1	0.005274828878
1079	1	0.005274825516
1080	1	0.005262162946
1081	1	0.00526215482
1082	1	0.00526205351
1083	1	0.005262018592
1084	1	0.005251178591
1085	1	0.005251147364
1086	1	0.005250842029
1087	1	0.005250836622
1088	1	0.005223538449
1089	1	0.00522346503
1090	1	0.00522346503
1091	1	0.005223455495
1092	1	0.005209581175
1093	1	0.005209560995
1094	1	0.005209498614
1095	1	0.005209459888
1096	1	0.005209427298
1097	1	0.005209390243
1098	1	0.005209369472
1099	1	0.005198100525
1100	1	0.005192503994
1101	1	0.005192453085
1102	1	0.005192453085
1103	1	0.005192440465
1104	1	0.005192192688
1105	1	0.005192079134
1106	1	0.005192043989
1107	1	0.005191960376
1108	1	0.00519180614
1109	1	0.005164089774
1110	1	0.005163993274
1111	1	0.005163980824
1112	1	0.005134991388
1113	1	0.005134897106
1114	1	0.005134879878
1115	1	0.005134482923
1116	1	0.005134467815
1117	1	0.005134444941
1118	1	0.005134435236
1119	1	0.005134361746
1120	1	0.005129458552
1121	1	0.005129446031
1122	1	0.005129426044
1123	1	0.00512940625
1124	1	0.005129336979
1125	1	0.005129305436
1126	1	0.005129282101
1127	1	0.00512919175
1128	1	0.005129134596
1129	1	0.005129029214
1130	1	0.005128980414
1131	1	0.005128919732
1132	1	0.005103408087
1133	1	0.005103399781
1134	1	0.005103367797
1135	1	0.005103356059
1136	1	0.005095407004
1137	1	0.005095365807
1138	1	0.005095253935
1139	1	0.005095203267
1140	1	0.005082923353
1141	1	0.005082909472
1142	1	0.005082909472
1143	1	0.005082876473
1144	1	0.005082457625
1145	1	0.005082384741
1146	1	0.005053752549
1147	1	0.005053735076
